country_region,last_update,confirmed,deaths,recovered,active,delta_confirmed,delta_recovered
Cambodia,2020-02-21,1,0,,,0,
Cambodia,2020-02-22,1,0,,,0,
Cambodia,2020-02-23,1,0,,,0,
Cambodia,2020-02-24,1,0,,,0,
Cambodia,2020-02-25,1,0,,,0,
Cambodia,2020-02-26,1,0,,,0,
Cambodia,2020-02-27,1,0,,,0,
Cambodia,2020-02-28,1,0,,,0,
Cambodia,2020-02-29,1,0,,,0,
Cambodia,2020-03-01,1,0,,,0,
Cambodia,2020-03-02,1,0,,,0,
Cambodia,2020-03-03,1,0,,,0,
Cambodia,2020-03-04,1,0,,,0,
Cambodia,2020-03-05,1,0,,,0,
Cambodia,2020-03-06,1,0,,,0,
Cambodia,2020-03-07,1,0,,,0,
Cambodia,2020-03-08,2,0,,,1,
Cambodia,2020-03-09,2,0,,,0,
Cambodia,2020-03-10,2,0,,,0,
Cambodia,2020-03-11,3,0,,,1,
Cambodia,2020-03-12,3,0,,,0,
Cambodia,2020-03-13,5,0,,,2,
Cambodia,2020-03-14,7,0,,,2,
Cambodia,2020-03-15,7,0,,,0,
Cambodia,2020-03-16,7,0,,,0,
Cambodia,2020-03-17,33,0,,,26,
Cambodia,2020-03-18,35,0,,,2,
Cambodia,2020-03-19,37,0,,,2,
Cambodia,2020-03-20,51,0,,,14,
Cambodia,2020-03-21,53,0,,,2,
Cambodia,2020-03-22,84,0,,,31,
Cambodia,2020-03-23,87,0,,,3,
Cambodia,2020-03-24,91,0,,,4,
Cambodia,2020-03-25,96,0,,,5,
Cambodia,2020-03-26,96,0,,,0,
Cambodia,2020-03-27,99,0,,,3,
Cambodia,2020-03-28,99,0,,,0,
Cambodia,2020-03-29,103,0,,,4,
Cambodia,2020-03-30,107,0,,,4,
Cambodia,2020-03-31,109,0,,,2,
Cambodia,2020-04-01,109,0,,,0,
Cambodia,2020-04-02,110,0,,,1,
Cambodia,2020-04-03,114,0,,,4,
Cambodia,2020-04-04,114,0,,,0,
Cameroon,2020-01-22,0,0,,,0,
Cameroon,2020-01-23,0,0,,,0,
Cameroon,2020-01-24,0,0,,,0,
Cameroon,2020-01-25,0,0,,,0,
Cameroon,2020-01-26,0,0,,,0,
Cameroon,2020-01-27,0,0,,,0,
Cameroon,2020-01-28,0,0,,,0,
Cameroon,2020-01-29,0,0,,,0,
Cameroon,2020-01-30,0,0,,,0,
Cameroon,2020-01-31,0,0,,,0,
Cameroon,2020-02-01,0,0,,,0,
Cameroon,2020-02-02,0,0,,,0,
Cameroon,2020-02-03,0,0,,,0,
Cameroon,2020-02-04,0,0,,,0,
Cameroon,2020-02-05,0,0,,,0,
Cameroon,2020-02-06,0,0,,,0,
Cameroon,2020-02-07,0,0,,,0,
Cameroon,2020-02-08,0,0,,,0,
Cameroon,2020-02-09,0,0,,,0,
Cameroon,2020-02-10,0,0,,,0,
Cameroon,2020-02-11,0,0,,,0,
Cameroon,2020-02-12,0,0,,,0,
Cameroon,2020-02-13,0,0,,,0,
Cameroon,2020-02-14,0,0,,,0,
Cameroon,2020-02-15,0,0,,,0,
Cameroon,2020-02-16,0,0,,,0,
Cameroon,2020-02-17,0,0,,,0,
Cameroon,2020-02-18,0,0,,,0,
Cameroon,2020-02-19,0,0,,,0,
Cameroon,2020-02-20,0,0,,,0,
Cameroon,2020-02-21,0,0,,,0,
Cameroon,2020-02-22,0,0,,,0,
Cameroon,2020-02-23,0,0,,,0,
Cameroon,2020-02-24,0,0,,,0,
Cameroon,2020-02-25,0,0,,,0,
Cameroon,2020-02-26,0,0,,,0,
Cameroon,2020-02-27,0,0,,,0,
Cameroon,2020-02-28,0,0,,,0,
Cameroon,2020-02-29,0,0,,,0,
Cameroon,2020-03-01,0,0,,,0,
Cameroon,2020-03-02,0,0,,,0,
Cameroon,2020-03-03,0,0,,,0,
Cameroon,2020-03-04,0,0,,,0,
Cameroon,2020-03-05,0,0,,,0,
Cameroon,2020-03-06,1,0,,,1,
Cameroon,2020-03-07,1,0,,,0,
Cameroon,2020-03-08,2,0,,,1,
Cameroon,2020-03-09,2,0,,,0,
Cameroon,2020-03-10,2,0,,,0,
Cameroon,2020-03-11,2,0,,,0,
Cameroon,2020-03-12,2,0,,,0,
Cameroon,2020-03-13,2,0,,,0,
Cameroon,2020-03-14,2,0,,,0,
Cameroon,2020-03-15,2,0,,,0,
Cameroon,2020-03-16,4,0,,,2,
Cameroon,2020-03-17,10,0,,,6,
Cameroon,2020-03-18,10,0,,,0,
Cameroon,2020-03-19,13,0,,,3,
Cameroon,2020-03-20,20,0,,,7,
Cameroon,2020-03-21,27,0,,,7,
Cameroon,2020-03-22,40,0,,,13,
Cameroon,2020-03-23,56,0,,,16,
Cameroon,2020-03-24,66,0,,,10,
Cameroon,2020-03-25,75,1,,,9,
Cameroon,2020-03-26,75,1,,,0,
Cameroon,2020-03-27,91,2,,,16,
Cameroon,2020-03-28,91,2,,,0,
Cameroon,2020-03-29,139,6,,,48,
Cameroon,2020-03-30,139,6,,,0,
Cameroon,2020-03-31,193,6,,,54,
Cameroon,2020-04-01,233,6,,,40,
Cameroon,2020-04-02,306,7,,,73,
Cameroon,2020-04-03,509,8,,,203,
Cameroon,2020-04-04,555,9,,,46,
Canada,2020-01-22,0,0,,,0,
Canada,2020-01-23,0,0,,,0,
Canada,2020-01-24,0,0,,,0,
Canada,2020-01-25,0,0,,,0,
Canada,2020-01-26,1,0,,,1,
Canada,2020-01-27,1,0,,,0,
Canada,2020-01-28,2,0,,,1,
Canada,2020-01-29,2,0,,,0,
Canada,2020-01-30,2,0,,,0,
Canada,2020-01-31,4,0,,,2,
Canada,2020-02-01,4,0,,,0,
Canada,2020-02-02,4,0,,,0,
Canada,2020-02-03,4,0,,,0,
Canada,2020-02-04,4,0,,,0,
Canada,2020-02-05,5,0,,,1,
Canada,2020-02-06,5,0,,,0,
Canada,2020-02-07,7,0,,,2,
Canada,2020-02-08,7,0,,,0,
Canada,2020-02-09,7,0,,,0,
Canada,2020-02-10,7,0,,,0,
Canada,2020-02-11,7,0,,,0,
Canada,2020-02-12,7,0,,,0,
Canada,2020-02-13,7,0,,,0,
Canada,2020-02-14,7,0,,,0,
Canada,2020-02-15,7,0,,,0,
Canada,2020-02-16,7,0,,,0,
Canada,2020-02-17,8,0,,,1,
Canada,2020-02-18,8,0,,,0,
Canada,2020-02-19,8,0,,,0,
Canada,2020-02-20,8,0,,,0,
Canada,2020-02-21,9,0,,,1,
Canada,2020-02-22,9,0,,,0,
Canada,2020-02-23,9,0,,,0,
Canada,2020-02-24,10,0,,,1,
Canada,2020-02-25,11,0,,,1,
Canada,2020-02-26,11,0,,,0,
Canada,2020-02-27,13,0,,,2,
Canada,2020-02-28,14,0,,,1,
Canada,2020-02-29,20,0,,,6,
Canada,2020-03-01,24,0,,,4,
Canada,2020-03-02,27,0,,,3,
Canada,2020-03-03,30,0,,,3,
Canada,2020-03-04,33,0,,,3,
Canada,2020-03-05,37,0,,,4,
Canada,2020-03-06,49,0,,,12,
Canada,2020-03-07,54,0,,,5,
Canada,2020-03-08,64,0,,,10,
Canada,2020-03-09,77,1,,,13,
Canada,2020-03-10,79,1,,,2,
Canada,2020-03-11,108,1,,,29,
Canada,2020-03-12,117,1,,,9,
Canada,2020-03-13,193,1,,,76,
Canada,2020-03-14,198,1,,,5,
Canada,2020-03-15,252,1,,,54,
Canada,2020-03-16,415,4,,,163,
Canada,2020-03-17,478,5,,,63,
Canada,2020-03-18,657,8,,,179,
Canada,2020-03-19,800,9,,,143,
Canada,2020-03-20,943,12,,,143,
Canada,2020-03-21,1277,19,,,334,
Canada,2020-03-22,1469,21,,,192,
Canada,2020-03-23,2088,25,,,619,
Canada,2020-03-24,2790,26,,,702,
Canada,2020-03-25,3251,30,,,461,
Canada,2020-03-26,4042,38,,,791,
Canada,2020-03-27,4682,54,,,640,
Canada,2020-03-28,5576,61,,,894,
Canada,2020-03-29,6280,64,,,704,
Canada,2020-03-30,7398,80,,,1118,
Canada,2020-03-31,8527,101,,,1129,
Canada,2020-04-01,9560,109,,,1033,
Canada,2020-04-02,11284,139,,,1724,
Canada,2020-04-03,12437,179,,,1153,
Canada,2020-04-04,12978,218,,,541,
Central African Republic,2020-01-22,0,0,,,0,
Central African Republic,2020-01-23,0,0,,,0,
Central African Republic,2020-01-24,0,0,,,0,
Central African Republic,2020-01-25,0,0,,,0,
Central African Republic,2020-01-26,0,0,,,0,
Central African Republic,2020-01-27,0,0,,,0,
Central African Republic,2020-01-28,0,0,,,0,
Central African Republic,2020-01-29,0,0,,,0,
Central African Republic,2020-01-30,0,0,,,0,
Central African Republic,2020-01-31,0,0,,,0,
Central African Republic,2020-02-01,0,0,,,0,
Central African Republic,2020-02-02,0,0,,,0,
Central African Republic,2020-02-03,0,0,,,0,
Central African Republic,2020-02-04,0,0,,,0,
Central African Republic,2020-02-05,0,0,,,0,
Central African Republic,2020-02-06,0,0,,,0,
Central African Republic,2020-02-07,0,0,,,0,
Central African Republic,2020-02-08,0,0,,,0,
Central African Republic,2020-02-09,0,0,,,0,
Central African Republic,2020-02-10,0,0,,,0,
Central African Republic,2020-02-11,0,0,,,0,
Central African Republic,2020-02-12,0,0,,,0,
Central African Republic,2020-02-13,0,0,,,0,
Central African Republic,2020-02-14,0,0,,,0,
Central African Republic,2020-02-15,0,0,,,0,
Central African Republic,2020-02-16,0,0,,,0,
Central African Republic,2020-02-17,0,0,,,0,
Central African Republic,2020-02-18,0,0,,,0,
Central African Republic,2020-02-19,0,0,,,0,
Central African Republic,2020-02-20,0,0,,,0,
Central African Republic,2020-02-21,0,0,,,0,
Central African Republic,2020-02-22,0,0,,,0,
Central African Republic,2020-02-23,0,0,,,0,
Central African Republic,2020-02-24,0,0,,,0,
Central African Republic,2020-02-25,0,0,,,0,
Central African Republic,2020-02-26,0,0,,,0,
Central African Republic,2020-02-27,0,0,,,0,
Central African Republic,2020-02-28,0,0,,,0,
Central African Republic,2020-02-29,0,0,,,0,
Central African Republic,2020-03-01,0,0,,,0,
Central African Republic,2020-03-02,0,0,,,0,
Central African Republic,2020-03-03,0,0,,,0,
Central African Republic,2020-03-04,0,0,,,0,
Central African Republic,2020-03-05,0,0,,,0,
Central African Republic,2020-03-06,0,0,,,0,
Central African Republic,2020-03-07,0,0,,,0,
Central African Republic,2020-03-08,0,0,,,0,
Central African Republic,2020-03-09,0,0,,,0,
Central African Republic,2020-03-10,0,0,,,0,
Central African Republic,2020-03-11,0,0,,,0,
Central African Republic,2020-03-12,0,0,,,0,
Central African Republic,2020-03-13,0,0,,,0,
Central African Republic,2020-03-14,0,0,,,0,
Central African Republic,2020-03-15,1,0,,,1,
Central African Republic,2020-03-16,1,0,,,0,
Central African Republic,2020-03-17,1,0,,,0,
Central African Republic,2020-03-18,1,0,,,0,
Central African Republic,2020-03-19,1,0,,,0,
Central African Republic,2020-03-20,3,0,,,2,
Central African Republic,2020-03-21,3,0,,,0,
Central African Republic,2020-03-22,3,0,,,0,
Central African Republic,2020-03-23,3,0,,,0,
Central African Republic,2020-03-24,3,0,,,0,
Central African Republic,2020-03-25,3,0,,,0,
Central African Republic,2020-03-26,3,0,,,0,
Central African Republic,2020-03-27,3,0,,,0,
Central African Republic,2020-03-28,3,0,,,0,
Central African Republic,2020-03-29,3,0,,,0,
Central African Republic,2020-03-30,3,0,,,0,
Central African Republic,2020-03-31,3,0,,,0,
Central African Republic,2020-04-01,3,0,,,0,
Central African Republic,2020-04-02,3,0,,,0,
Central African Republic,2020-04-03,8,0,,,5,
Central African Republic,2020-04-04,8,0,,,0,
Chad,2020-01-22,0,0,,,0,
Chad,2020-01-23,0,0,,,0,
Chad,2020-01-24,0,0,,,0,
Chad,2020-01-25,0,0,,,0,
Chad,2020-01-26,0,0,,,0,
Chad,2020-01-27,0,0,,,0,
Chad,2020-01-28,0,0,,,0,
Chad,2020-01-29,0,0,,,0,
Chad,2020-01-30,0,0,,,0,
Chad,2020-01-31,0,0,,,0,
Chad,2020-02-01,0,0,,,0,
Chad,2020-02-02,0,0,,,0,
Chad,2020-02-03,0,0,,,0,
Chad,2020-02-04,0,0,,,0,
Chad,2020-02-05,0,0,,,0,
Chad,2020-02-06,0,0,,,0,
Chad,2020-02-07,0,0,,,0,
Chad,2020-02-08,0,0,,,0,
Chad,2020-02-09,0,0,,,0,
Chad,2020-02-10,0,0,,,0,
Chad,2020-02-11,0,0,,,0,
Chad,2020-02-12,0,0,,,0,
Chad,2020-02-13,0,0,,,0,
Chad,2020-02-14,0,0,,,0,
Chad,2020-02-15,0,0,,,0,
Chad,2020-02-16,0,0,,,0,
Chad,2020-02-17,0,0,,,0,
Chad,2020-02-18,0,0,,,0,
Chad,2020-02-19,0,0,,,0,
Chad,2020-02-20,0,0,,,0,
Chad,2020-02-21,0,0,,,0,
Chad,2020-02-22,0,0,,,0,
Chad,2020-02-23,0,0,,,0,
Chad,2020-02-24,0,0,,,0,
Chad,2020-02-25,0,0,,,0,
Chad,2020-02-26,0,0,,,0,
Chad,2020-02-27,0,0,,,0,
Chad,2020-02-28,0,0,,,0,
Chad,2020-02-29,0,0,,,0,
Chad,2020-03-01,0,0,,,0,
Chad,2020-03-02,0,0,,,0,
Chad,2020-03-03,0,0,,,0,
Chad,2020-03-04,0,0,,,0,
Chad,2020-03-05,0,0,,,0,
Chad,2020-03-06,0,0,,,0,
Chad,2020-03-07,0,0,,,0,
Chad,2020-03-08,0,0,,,0,
Chad,2020-03-09,0,0,,,0,
Chad,2020-03-10,0,0,,,0,
Chad,2020-03-11,0,0,,,0,
Chad,2020-03-12,0,0,,,0,
Chad,2020-03-13,0,0,,,0,
Chad,2020-03-14,0,0,,,0,
Chad,2020-03-15,0,0,,,0,
Chad,2020-03-16,0,0,,,0,
Chad,2020-03-17,0,0,,,0,
Chad,2020-03-18,0,0,,,0,
Chad,2020-03-19,1,0,,,1,
Chad,2020-03-20,1,0,,,0,
Chad,2020-03-21,1,0,,,0,
Chad,2020-03-22,1,0,,,0,
Chad,2020-03-23,1,0,,,0,
Chad,2020-03-24,3,0,,,2,
Chad,2020-03-25,3,0,,,0,
Chad,2020-03-26,3,0,,,0,
Chad,2020-03-27,3,0,,,0,
Chad,2020-03-28,3,0,,,0,
Chad,2020-03-29,3,0,,,0,
Chad,2020-03-30,5,0,,,2,
Chad,2020-03-31,7,0,,,2,
Chad,2020-04-01,7,0,,,0,
Chad,2020-04-02,8,0,,,1,
Chad,2020-04-03,8,0,,,0,
Chad,2020-04-04,9,0,,,1,
Chile,2020-01-22,0,0,,,0,
Chile,2020-01-23,0,0,,,0,
Chile,2020-01-24,0,0,,,0,
Chile,2020-01-25,0,0,,,0,
Chile,2020-01-26,0,0,,,0,
Chile,2020-01-27,0,0,,,0,
Chile,2020-01-28,0,0,,,0,
Chile,2020-01-29,0,0,,,0,
Chile,2020-01-30,0,0,,,0,
Chile,2020-01-31,0,0,,,0,
Chile,2020-02-01,0,0,,,0,
Chile,2020-02-02,0,0,,,0,
Chile,2020-02-03,0,0,,,0,
Chile,2020-02-04,0,0,,,0,
Chile,2020-02-05,0,0,,,0,
Chile,2020-02-06,0,0,,,0,
Chile,2020-02-07,0,0,,,0,
Chile,2020-02-08,0,0,,,0,
Chile,2020-02-09,0,0,,,0,
Chile,2020-02-10,0,0,,,0,
Chile,2020-02-11,0,0,,,0,
Chile,2020-02-12,0,0,,,0,
Chile,2020-02-13,0,0,,,0,
Chile,2020-02-14,0,0,,,0,
Chile,2020-02-15,0,0,,,0,
Chile,2020-02-16,0,0,,,0,
Chile,2020-02-17,0,0,,,0,
Chile,2020-02-18,0,0,,,0,
Chile,2020-02-19,0,0,,,0,
Chile,2020-02-20,0,0,,,0,
Chile,2020-02-21,0,0,,,0,
Chile,2020-02-22,0,0,,,0,
Chile,2020-02-23,0,0,,,0,
Chile,2020-02-24,0,0,,,0,
Chile,2020-02-25,0,0,,,0,
Chile,2020-02-26,0,0,,,0,
Chile,2020-02-27,0,0,,,0,
Chile,2020-02-28,0,0,,,0,
Chile,2020-02-29,0,0,,,0,
Chile,2020-03-01,0,0,,,0,
Chile,2020-03-02,0,0,,,0,
Chile,2020-03-03,1,0,,,1,
Chile,2020-03-04,1,0,,,0,
Chile,2020-03-05,4,0,,,3,
Chile,2020-03-06,4,0,,,0,
Chile,2020-03-07,4,0,,,0,
Chile,2020-03-08,8,0,,,4,
Chile,2020-03-09,8,0,,,0,
Chile,2020-03-10,13,0,,,5,
Chile,2020-03-11,23,0,,,10,
Chile,2020-03-12,23,0,,,0,
Chile,2020-03-13,43,0,,,20,
Chile,2020-03-14,61,0,,,18,
Chile,2020-03-15,74,0,,,13,
Chile,2020-03-16,155,0,,,81,
Chile,2020-03-17,201,0,,,46,
Chile,2020-03-18,238,0,,,37,
Chile,2020-03-19,238,0,,,0,
Chile,2020-03-20,434,0,,,196,
Chile,2020-03-21,537,0,,,103,
Chile,2020-03-22,632,1,,,95,
Chile,2020-03-23,746,2,,,114,
Chile,2020-03-24,922,2,,,176,
Chile,2020-03-25,1142,3,,,220,
Chile,2020-03-26,1306,4,,,164,
Chile,2020-03-27,1610,5,,,304,
Chile,2020-03-28,1909,6,,,299,
Chile,2020-03-29,2139,7,,,230,
Chile,2020-03-30,2449,8,,,310,
Chile,2020-03-31,2738,12,,,289,
Chile,2020-04-01,3031,16,,,293,
Chile,2020-04-02,3404,18,,,373,
Chile,2020-04-03,3737,22,,,333,
Chile,2020-04-04,4161,27,,,424,
China,2020-01-22,548,17,,,548,
China,2020-01-23,643,18,,,95,
China,2020-01-24,920,26,,,277,
China,2020-01-25,1406,42,,,486,
China,2020-01-26,2075,56,,,669,
China,2020-01-27,2877,82,,,802,
China,2020-01-28,5509,131,,,2632,
China,2020-01-29,6087,133,,,578,
China,2020-01-30,8141,171,,,2054,
China,2020-01-31,9802,213,,,1661,
China,2020-02-01,11891,259,,,2089,
China,2020-02-02,16630,361,,,4739,
China,2020-02-03,19716,425,,,3086,
China,2020-02-04,23707,491,,,3991,
China,2020-02-05,27440,563,,,3733,
China,2020-02-06,30587,633,,,3147,
China,2020-02-07,34110,718,,,3523,
China,2020-02-08,36814,805,,,2704,
China,2020-02-09,39829,905,,,3015,
China,2020-02-10,42354,1012,,,2525,
China,2020-02-11,44386,1112,,,2032,
China,2020-02-12,44759,1117,,,373,
China,2020-02-13,59895,1369,,,15136,
China,2020-02-14,66358,1521,,,6463,
China,2020-02-15,68413,1663,,,2055,
China,2020-02-16,70513,1766,,,2100,
China,2020-02-17,72434,1864,,,1921,
China,2020-02-18,74211,2003,,,1777,
China,2020-02-19,74619,2116,,,408,
China,2020-02-20,75077,2238,,,458,
China,2020-02-21,75550,2238,,,473,
China,2020-02-22,77001,2443,,,1451,
China,2020-02-23,77022,2445,,,21,
China,2020-02-24,77241,2595,,,219,
China,2020-02-25,77754,2665,,,513,
China,2020-02-26,78166,2717,,,412,
China,2020-02-27,78600,2746,,,434,
China,2020-02-28,78928,2790,,,328,
China,2020-02-29,79356,2837,,,428,
China,2020-03-01,79932,2872,,,576,
China,2020-03-02,80136,2914,,,204,
China,2020-03-03,80261,2947,,,125,
China,2020-03-04,80386,2983,,,125,
China,2020-03-05,80537,3015,,,151,
China,2020-03-06,80690,3044,,,153,
China,2020-03-07,80770,3072,,,80,
China,2020-03-08,80823,3100,,,53,
China,2020-03-09,80860,3123,,,37,
China,2020-03-10,80887,3139,,,27,
China,2020-03-11,80921,3161,,,34,
China,2020-03-12,80932,3172,,,11,
China,2020-03-13,80945,3180,,,13,
China,2020-03-14,80977,3193,,,32,
China,2020-03-15,81003,3203,,,26,
China,2020-03-16,81033,3217,,,30,
China,2020-03-17,81058,3230,,,25,
China,2020-03-18,81102,3241,,,44,
China,2020-03-19,81156,3249,,,54,
China,2020-03-20,81250,3253,,,94,
China,2020-03-21,81305,3259,,,55,
China,2020-03-22,81435,3274,,,130,
China,2020-03-23,81498,3274,,,63,
China,2020-03-24,81591,3281,,,93,
China,2020-03-25,81661,3285,,,70,
China,2020-03-26,81782,3291,,,121,
China,2020-03-27,81897,3296,,,115,
China,2020-03-28,81999,3299,,,102,
China,2020-03-29,82122,3304,,,123,
China,2020-03-30,82198,3308,,,76,
China,2020-03-31,82279,3309,,,81,
China,2020-04-01,82361,3316,,,82,
China,2020-04-02,82432,3322,,,71,
China,2020-04-03,82511,3326,,,79,
China,2020-04-04,82543,3330,,,32,
Colombia,2020-01-22,0,0,,,0,
Colombia,2020-01-23,0,0,,,0,
Colombia,2020-01-24,0,0,,,0,
Colombia,2020-01-25,0,0,,,0,
Colombia,2020-01-26,0,0,,,0,
Colombia,2020-01-27,0,0,,,0,
Colombia,2020-01-28,0,0,,,0,
Colombia,2020-01-29,0,0,,,0,
Colombia,2020-01-30,0,0,,,0,
Colombia,2020-01-31,0,0,,,0,
Colombia,2020-02-01,0,0,,,0,
Colombia,2020-02-02,0,0,,,0,
Colombia,2020-02-03,0,0,,,0,
Colombia,2020-02-04,0,0,,,0,
Colombia,2020-02-05,0,0,,,0,
Colombia,2020-02-06,0,0,,,0,
Colombia,2020-02-07,0,0,,,0,
Colombia,2020-02-08,0,0,,,0,
Colombia,2020-02-09,0,0,,,0,
Colombia,2020-02-10,0,0,,,0,
Colombia,2020-02-11,0,0,,,0,
Colombia,2020-02-12,0,0,,,0,
Colombia,2020-02-13,0,0,,,0,
Colombia,2020-02-14,0,0,,,0,
Colombia,2020-02-15,0,0,,,0,
Colombia,2020-02-16,0,0,,,0,
Colombia,2020-02-17,0,0,,,0,
Colombia,2020-02-18,0,0,,,0,
Colombia,2020-02-19,0,0,,,0,
Colombia,2020-02-20,0,0,,,0,
Colombia,2020-02-21,0,0,,,0,
Colombia,2020-02-22,0,0,,,0,
Colombia,2020-02-23,0,0,,,0,
Colombia,2020-02-24,0,0,,,0,
Colombia,2020-02-25,0,0,,,0,
Colombia,2020-02-26,0,0,,,0,
Colombia,2020-02-27,0,0,,,0,
Colombia,2020-02-28,0,0,,,0,
Colombia,2020-02-29,0,0,,,0,
Colombia,2020-03-01,0,0,,,0,
Colombia,2020-03-02,0,0,,,0,
Colombia,2020-03-03,0,0,,,0,
Colombia,2020-03-04,0,0,,,0,
Colombia,2020-03-05,0,0,,,0,
Colombia,2020-03-06,1,0,,,1,
Colombia,2020-03-07,1,0,,,0,
Colombia,2020-03-08,1,0,,,0,
Colombia,2020-03-09,1,0,,,0,
Colombia,2020-03-10,3,0,,,2,
Colombia,2020-03-11,9,0,,,6,
Colombia,2020-03-12,9,0,,,0,
Colombia,2020-03-13,13,0,,,4,
Colombia,2020-03-14,22,0,,,9,
Colombia,2020-03-15,34,0,,,12,
Colombia,2020-03-16,54,0,,,20,
Colombia,2020-03-17,65,0,,,11,
Colombia,2020-03-18,93,0,,,28,
Colombia,2020-03-19,102,0,,,9,
Colombia,2020-03-20,128,0,,,26,
Colombia,2020-03-21,196,0,,,68,
Colombia,2020-03-22,231,2,,,35,
Colombia,2020-03-23,277,3,,,46,
Colombia,2020-03-24,378,3,,,101,
Colombia,2020-03-25,470,4,,,92,
Colombia,2020-03-26,491,6,,,21,
Colombia,2020-03-27,539,6,,,48,
Colombia,2020-03-28,608,6,,,69,
Colombia,2020-03-29,702,10,,,94,
Colombia,2020-03-30,798,12,,,96,
Colombia,2020-03-31,906,16,,,108,
Colombia,2020-04-01,1065,17,,,159,
Colombia,2020-04-02,1161,19,,,96,
Colombia,2020-04-03,1267,25,,,106,
Colombia,2020-04-04,1406,32,,,139,
Congo (Brazzaville),2020-01-22,0,0,,,0,
Congo (Brazzaville),2020-01-23,0,0,,,0,
Congo (Brazzaville),2020-01-24,0,0,,,0,
Congo (Brazzaville),2020-01-25,0,0,,,0,
Congo (Brazzaville),2020-01-26,0,0,,,0,
Congo (Brazzaville),2020-01-27,0,0,,,0,
Congo (Brazzaville),2020-01-28,0,0,,,0,
Congo (Brazzaville),2020-01-29,0,0,,,0,
Congo (Brazzaville),2020-01-30,0,0,,,0,
Congo (Brazzaville),2020-01-31,0,0,,,0,
Congo (Brazzaville),2020-02-01,0,0,,,0,
Congo (Brazzaville),2020-02-02,0,0,,,0,
Congo (Brazzaville),2020-02-03,0,0,,,0,
Congo (Brazzaville),2020-02-04,0,0,,,0,
Congo (Brazzaville),2020-02-05,0,0,,,0,
Congo (Brazzaville),2020-02-06,0,0,,,0,
Congo (Brazzaville),2020-02-07,0,0,,,0,
Congo (Brazzaville),2020-02-08,0,0,,,0,
Congo (Brazzaville),2020-02-09,0,0,,,0,
Congo (Brazzaville),2020-02-10,0,0,,,0,
Congo (Brazzaville),2020-02-11,0,0,,,0,
Congo (Brazzaville),2020-02-12,0,0,,,0,
Congo (Brazzaville),2020-02-13,0,0,,,0,
Congo (Brazzaville),2020-02-14,0,0,,,0,
Congo (Brazzaville),2020-02-15,0,0,,,0,
Congo (Brazzaville),2020-02-16,0,0,,,0,
Congo (Brazzaville),2020-02-17,0,0,,,0,
Congo (Brazzaville),2020-02-18,0,0,,,0,
Congo (Brazzaville),2020-02-19,0,0,,,0,
Congo (Brazzaville),2020-02-20,0,0,,,0,
Congo (Brazzaville),2020-02-21,0,0,,,0,
Congo (Brazzaville),2020-02-22,0,0,,,0,
Congo (Brazzaville),2020-02-23,0,0,,,0,
Congo (Brazzaville),2020-02-24,0,0,,,0,
Congo (Brazzaville),2020-02-25,0,0,,,0,
Congo (Brazzaville),2020-02-26,0,0,,,0,
Congo (Brazzaville),2020-02-27,0,0,,,0,
Congo (Brazzaville),2020-02-28,0,0,,,0,
Congo (Brazzaville),2020-02-29,0,0,,,0,
Congo (Brazzaville),2020-03-01,0,0,,,0,
Congo (Brazzaville),2020-03-02,0,0,,,0,
Congo (Brazzaville),2020-03-03,0,0,,,0,
Congo (Brazzaville),2020-03-04,0,0,,,0,
Congo (Brazzaville),2020-03-05,0,0,,,0,
Congo (Brazzaville),2020-03-06,0,0,,,0,
Congo (Brazzaville),2020-03-07,0,0,,,0,
Congo (Brazzaville),2020-03-08,0,0,,,0,
Congo (Brazzaville),2020-03-09,0,0,,,0,
Congo (Brazzaville),2020-03-10,0,0,,,0,
Congo (Brazzaville),2020-03-11,0,0,,,0,
Congo (Brazzaville),2020-03-12,0,0,,,0,
Congo (Brazzaville),2020-03-13,0,0,,,0,
Congo (Brazzaville),2020-03-14,0,0,,,0,
Congo (Brazzaville),2020-03-15,1,0,,,1,
Congo (Brazzaville),2020-03-16,1,0,,,0,
Congo (Brazzaville),2020-03-17,1,0,,,0,
Congo (Brazzaville),2020-03-18,1,0,,,0,
Congo (Brazzaville),2020-03-19,3,0,,,2,
Congo (Brazzaville),2020-03-20,3,0,,,0,
Congo (Brazzaville),2020-03-21,3,0,,,0,
Congo (Brazzaville),2020-03-22,3,0,,,0,
Congo (Brazzaville),2020-03-23,4,0,,,1,
Congo (Brazzaville),2020-03-24,4,0,,,0,
Congo (Brazzaville),2020-03-25,4,0,,,0,
Congo (Brazzaville),2020-03-26,4,0,,,0,
Congo (Brazzaville),2020-03-27,4,0,,,0,
Congo (Brazzaville),2020-03-28,4,0,,,0,
Congo (Brazzaville),2020-03-29,19,0,,,15,
Congo (Brazzaville),2020-03-30,19,0,,,0,
Congo (Brazzaville),2020-03-31,19,0,,,0,
Congo (Brazzaville),2020-04-01,19,0,,,0,
Congo (Brazzaville),2020-04-02,22,2,,,3,
Congo (Brazzaville),2020-04-03,22,2,,,0,
Congo (Brazzaville),2020-04-04,22,2,,,0,
Congo (Kinshasa),2020-01-22,0,0,,,0,
Congo (Kinshasa),2020-01-23,0,0,,,0,
Congo (Kinshasa),2020-01-24,0,0,,,0,
Congo (Kinshasa),2020-01-25,0,0,,,0,
Congo (Kinshasa),2020-01-26,0,0,,,0,
